label,confidence,x1,y1,x2,y2,metadata
car,0.9325700998306274,126.62594604492188,335.0240478515625,289.5791931152344,421.21923828125,"[{'copyright': '© Google', 'date': '2021-12', 'location': {'lat': 34.03923224552155, 'lng': -84.30576998476737}, 'pano_id': '3aSUZ6XxzZCWH3D_sUO6tA', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.6854193806648254,266.5126953125,328.51129150390625,320.71307373046875,362.29803466796875,"[{'copyright': '© Google', 'date': '2021-12', 'location': {'lat': 34.03923224552155, 'lng': -84.30576998476737}, 'pano_id': '3aSUZ6XxzZCWH3D_sUO6tA', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.8019239902496338,575.7178344726562,332.5150451660156,617.9840698242188,355.8784484863281,"[{'copyright': '© Google', 'date': '2024-12', 'location': {'lat': 33.90502360596162, 'lng': -84.25448251656262}, 'pano_id': 'UJoeR8-Q1aZs_QtVWarzJg', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.7525226473808289,337.9270324707031,320.0090637207031,361.2007141113281,331.4791564941406,"[{'copyright': '© Google', 'date': '2024-12', 'location': {'lat': 33.90502360596162, 'lng': -84.25448251656262}, 'pano_id': 'UJoeR8-Q1aZs_QtVWarzJg', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.6694458723068237,172.88546752929688,330.75921630859375,243.43515014648438,374.89703369140625,"[{'copyright': '© Google', 'date': '2024-12', 'location': {'lat': 33.90502360596162, 'lng': -84.25448251656262}, 'pano_id': 'UJoeR8-Q1aZs_QtVWarzJg', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.601850688457489,492.18017578125,329.8055419921875,520.1123046875,344.9842529296875,"[{'copyright': '© Google', 'date': '2024-12', 'location': {'lat': 33.90502360596162, 'lng': -84.25448251656262}, 'pano_id': 'UJoeR8-Q1aZs_QtVWarzJg', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.5816600322723389,302.25494384765625,325.44384765625,320.37396240234375,339.5101318359375,"[{'copyright': '© Google', 'date': '2024-12', 'location': {'lat': 33.90502360596162, 'lng': -84.25448251656262}, 'pano_id': 'UJoeR8-Q1aZs_QtVWarzJg', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.5566213130950928,518.9500732421875,331.3385009765625,550.2415771484375,349.3896484375,"[{'copyright': '© Google', 'date': '2024-12', 'location': {'lat': 33.90502360596162, 'lng': -84.25448251656262}, 'pano_id': 'UJoeR8-Q1aZs_QtVWarzJg', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.9058219790458679,146.59432983398438,354.6778259277344,222.17935180664062,404.9601745605469,"[{'copyright': '© Google', 'date': '2024-07', 'location': {'lat': 33.89596452411116, 'lng': -84.29479118879524}, 'pano_id': 'fqzI3NneNj4gLcbA6Alzog', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.8832026720046997,219.01065063476562,345.32843017578125,297.2846984863281,392.95513916015625,"[{'copyright': '© Google', 'date': '2024-07', 'location': {'lat': 33.89596452411116, 'lng': -84.29479118879524}, 'pano_id': 'fqzI3NneNj4gLcbA6Alzog', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.8676564693450928,327.7307434082031,343.2998046875,413.8774108886719,379.333740234375,"[{'copyright': '© Google', 'date': '2024-07', 'location': {'lat': 33.89596452411116, 'lng': -84.29479118879524}, 'pano_id': 'fqzI3NneNj4gLcbA6Alzog', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.8669074177742004,41.29463195800781,354.6916198730469,126.75491333007812,425.4563903808594,"[{'copyright': '© Google', 'date': '2024-07', 'location': {'lat': 33.89596452411116, 'lng': -84.29479118879524}, 'pano_id': 'fqzI3NneNj4gLcbA6Alzog', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.8367485404014587,0.13405227661132812,357.77288818359375,34.865814208984375,419.0064697265625,"[{'copyright': '© Google', 'date': '2024-07', 'location': {'lat': 33.89596452411116, 'lng': -84.29479118879524}, 'pano_id': 'fqzI3NneNj4gLcbA6Alzog', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.6923497319221497,413.2255859375,334.672119140625,470.7076416015625,367.3785400390625,"[{'copyright': '© Google', 'date': '2024-07', 'location': {'lat': 33.89596452411116, 'lng': -84.29479118879524}, 'pano_id': 'fqzI3NneNj4gLcbA6Alzog', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
car,0.628406286239624,385.8797607421875,341.87353515625,439.6375732421875,371.5450439453125,"[{'copyright': '© Google', 'date': '2024-07', 'location': {'lat': 33.89596452411116, 'lng': -84.29479118879524}, 'pano_id': 'fqzI3NneNj4gLcbA6Alzog', 'status': 'OK', '_file': 'gsv_0.jpg'}]"
